CURRENT_MINE_NAME,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,latitude,longitude
Dyersburg Plant,Newpark Resources Inc,Excalibar Minerals LLC,36.052222,-89.345277
Hennepin Pit,Steven R  Nelson,"Tri-Con Materials, Inc.",41.254167,-89.342222
UNIMIN CORPORATION OREGON IL PLA,S C R-Sibelco Nv,Unimin Corp,42.014722,-89.332222
Lonestar Pit #1,Kathryn  Blaney,Donald Jordan Trucking & Farm Inc,37.305833,-89.316666
Red Hawk,Arch Coal Inc.; Franklin D.  Robertson; James O.  Bunn,"Knight Hawk Coal, LLC",37.958333,-89.3125
Glendale Operations,John B  Green,Standard Gravel Co Inc,31.354722,-89.303888
Nokomis Quarry Co,Stephanie  Prosser; Stacy  Walsh,Nokomis Quarry Company,39.345121,-89.289042
Lippman 4800 Mobile Crusher,Harold N  Homburg,"Homburg Contractors, Inc.",43.099167,-89.28
Tamms Plant,S C R-Sibelco Nv,"Unimin Specialty Minerals, Inc.",37.232222,-89.279722
Petal Plant,Jaime S M  French,Dunn Roadbuilders LLC,31.395833,-89.268333
Elco Plant,S C R-Sibelco Nv,Unimin Specialty Minerals Inc,37.270277,-89.258055
Portable #2,Toby A  Rogers,Rogers Ready Mix & Materials Inc,42.137222,-89.257777
JONESBORO PLANT,Shakespeare Oil Co Inc,Shawnee Stone LLC,37.368333,-89.25
Anna Quarries Inc,Edward T  Simonds,Anna Quarries Inc,37.372045,-89.248994
Dann & Wendt Inc-Portable Unit #2,Rx Real Estate,Dann & Wendt Inc,43.447778,-89.239722
Pana Limestone Quarry Company,David P  Flatt,Pana Limestone Quarry Company,39.3975,-89.233055
Unimin Corporation,S C R-Sibelco Nv,Unimin Corporation,38.267036,-89.230033
Twin L Pit,Richard W  Ladner,"Twin L Construction, Inc",30.39,-89.223888
Red Hills Mine,NACCO Industries Inc,Mississippi Lignite Mining Company,33.797222,-89.218055
LeFevre-Mager Mine,Oil Dri Corporation Of America,Mounds Production Company LLC,37.110277,-89.203055
Troy Plant,John H  Ford,Ford Construction Company,36.338611,-89.163888
J D Bellew Materials ,David  Bellew,J D Bellew Materials,31.233333,-89.158055
Dependable Abrasives Inc,Charles G  Evans,Dependable Abrasives Inc,30.858333,-89.135277
Central Illinois Materials Inc,Charles  Barenfanger,Central Illinois Materials Inc,38.963333,-89.113333
Nokomis Quarry,Heidelberg Cement AG,Hanson Material Service,39.290277,-89.106944
Perkinston,John R Dedeaux,Perkinston Sand & Gravel Company,30.748055,-89.104444
Macon,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",39.809722,-89.103889
Unimin Corporation-Troy Grove Plant ,S C R-Sibelco Nv,Unimin Corporation,41.465,-89.085
MANLEY BROS.,Hepworth Plc,Manley Brothers Of Indiana Inc,41.465838,-89.07942
LaSalle Quarry and Mill,Eagle Materials Inc,Illinois Cement Company,41.329722,-89.073888
WAUPACA INDUSTRIAL SAND CO,Randy  Faulks; Robert  Faulks,Faulks Brothers Construction Inc,44.351388,-89.071388
Lacey & Bauer Quarry,Martha  Lacey,Lacey & Bauer Quarry,42.3075,-89.065277
Old Ed #21,James  Bunn II; Josh  Carter,"Old Ed, LLC",38.116666,-89.05
Richton,Blain Sand & Gravel Inc,Blain Sand & Gravel,31.326388,-89.035
Macklin Plant #1,Robert C  Macklin,Macklin Inccorporated,41.933055,-89.034444
Blue Mountain Mine & Mill,Charles  Gallagher,Profile Products LLC,34.669795,-89.02651
Jasper Creek Mine,Oil Dri Corporation Of America,Blue Mountain Production Company,34.670931,-89.026454
South Beloit,Michael P  Vondra,Southwind Materials,42.470833,-89.026389
JANESVILLE PIT AND MILL,Janesville Sand & Gravel Company,Janesville Sand & Gravel Co.,42.697345,-89.025846
Utica Stone Plant,Lafarge S A,Lafarge Aggregates Illinois Inc,41.3275,-89.019722
Vermilion Plant (MC47),Riverstone Group,"RiverStone Group, Inc.",41.260833,-89.0125
Portable Unit #1,Kathleen M  Bjoin,Bjoin Limestone Inc,42.663888,-89.012222
Portable Unit #2,Kathleen M  Bjoin,Bjoin Limestone Inc,42.663888,-89.012222
Prairie Sand & Gravel,Vickie L  Hanson,"Prairie Avenue Concrete, Inc.",42.569166,-89.011111
Unimin Corporation-Utica Plant ,S C R-Sibelco Nv,Unimin Corporation,41.342222,-89.009444
11756,William Charles Ltd,William Charles Construction - Materials Division,42.269166,-88.999722
Troy Grove Stone Quarry (MC46),Riverstone Group,RiverStone Group Inc,41.416944,-88.998888
Rockford Quarry,Toby A  Rogers,"Rogers Ready Mix & Materials, Inc.",42.2025,-88.998611
Markesan Plant,Jim  Gelhar,A F Gelhar Co Inc,43.707205,-88.990112
Carri Scharf Materials Co (Darrah) ,Joseph A  Scharf,Carri Scharf Materials Company,40.311988,-88.982812
Jackson Sand Plant,W G  Dement Jr,Delta Contracting Company LLC,35.514444,-88.949444
Ripley Mine and Mill,Oil Dri Corporation Of America,Oil Dri Production Company,34.753264,-88.942555
Vossburg Pit,CRH PLC,APAC MS INC,31.896666,-88.910833
Middleton Operations,EP Management Corporation,EP Minerals LLC,35.064444,-88.890833
Jackson Sand,Albert  Pope; Jeff  Pope,Jackson Sand,35.660803,-88.886527
Jackson Plant ,USS Holdings Inc,U S Silica Company,35.598333,-88.886388
Joppa Plant,Lafarge S A,Lafarge Midwest,37.231388,-88.876111
"Teague Transports, LLC Airways",David G  Teague; Fred E  Teague,"Teague Transports, LLC",35.618708,-88.867344
Fairwater Plant,Timothy J  Wuest,Badger Mining Corporation,43.743074,-88.866797
Ottawa Plant,USS Holdings Inc,U S Silica Company,41.346666,-88.865
Mach #1 Mine,Coalfield Transport Inc,Mach Mining LLC,37.838889,-88.831111
LimeCo,Mike  Juckes,LimeCo LLC,33.738757,-88.826655
Lemke Stone Inc ,Kim D  Lemke; Mark D  Lemke,Lemke Stone Inc,43.784444,-88.787778
"MCKEEFRY & SONS, INC. Pit 2",Jason P  McKeefry,McKeefry & Sons Inc,43.784444,-88.787777
PORTABLE CRUSHING PLANT,John  Carew,Carew Concrete & Supply Company Inc,43.784444,-88.787777
GENERATOR 750 KW,Jack J Peters,Peters Concrete Company,43.784444,-88.787777
Nordburg HP400,James  Ecker,J & E Construction Company Inc,43.784444,-88.787777
Wedron Plant,Fairmount Santrol,Wedron Silica Company,41.436944,-88.774444
FML Sand - Readfield ,Fairmount Santrol,FML Sand - Readfield,44.286865,-88.765518
MC#1 Mine,Coalfield Transport Inc,M-Class Mining LLC,38.026944,-88.762222
Liberty Mine,NACCO Industries Inc,Liberty Fuels Company LLC,32.638611,-88.756944
Brush Creek Quarry ,Shakespeare Oil Company Inc,Iola Quarry Inc,39.282692,-88.739777
Livingston Stone Company Inc,Daniel S  Moran,Livingston Stone Company Inc,40.858611,-88.703611
Sheridan Plant,Lafarge S A,"Lafarge Aggregates Illinois, Inc",41.543611,-88.683889
Mid-South Construction Company Inc,J Lee  Powell,Mid-South Construction Company Inc,36.81795,-88.648836
De Kalb Quarry,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",41.95,-88.648056
Hickory Clay Mill,J Lee  Powell,Old Hickory Clay Company,36.805679,-88.645608
New Future Mine,Robert E  Murray,The American Coal Company,37.836389,-88.639444
Weakley County Operations,Joseph L  Powell,Gleason Clay Company LLC,36.2325,-88.633611
Yard 88 - Pontiac,VOTORANTIM CIMENTOS,"VCNA Prairie, Inc",40.800555,-88.633055
Alliance WOR Processing,Alliance Resource Partners LP,Alliance WOR Processing,38.17,-88.622222
Gleason Mills & Mines,Lhoist Group,H.C. Spinks Clay Co.,36.198387,-88.617105
White Oak Mine No. 1,Medlock C J Family Ltd Ptnrship; Christopher M  James,White Oak Resources LLC,38.171111,-88.601667
Gleason Clay Mill,J Lee  Powell,Old Hickory Clay Company,36.199722,-88.594166
Gleason Mills and Mines  ,Imerys S A,Kentucky-Tennessee Clay Company,36.199722,-88.594166
Valley View - Ifft Quarry,Richard F  Hatzer,"Valley View Industries, Inc.",40.786666,-88.582222
McDowell Quarry II,Richard F  Hatzer,"Valley View Industries, Inc.",40.786805,-88.576784
Aberdeen Mine ,S & B Industrial Minerals S A; S & B Industrial Minerals S A,S & B Industrial Minerals N A Inc,33.768055,-88.574444
OAKFIELD QUARRY,Bruce  Rademann,Oakfield Stone Company Inc,43.646666,-88.571666
OAKFIELD,Timothy A  Buechel,Buechel Stone Corp,43.646666,-88.571666
The American Coal Company New Era Mine,Robert E  Murray,The American Coal Company,37.816667,-88.566667
Fairbury Quarry,Richard F  Hatzer,"Valley View Industries, Inc.",40.746861,-88.564295
Oakfield Quarry ,David  Wirtz,Eden Stone Company Inc,43.686111,-88.546388
Eagle River Coal LLC Mine No 1,American Patriot Mining LLC,Eagle River Coal LLC,37.738333,-88.540555
"MAYVILLE LIMESTONE, INC.",Anthony J  Smith,Mayville Limestone Inc,43.532141,-88.537196
Mississippi Gravel Sales LLC,Chris C Todd; Elmer J Todd,Mississippi Gravel Sales LLC,34.002606,-88.534528
Fowlkes Mine,BASF AG,BASF Corporation,33.738888,-88.532777
Halquist Stone Company-Fond duLac Quarry,Tom  Halquist; Bill  Halquist,Halquist Stone Company Inc,43.5875,-88.531388
Dredge IV,"HMT Holdings, Inc.","Hunter Sand & Gravel, LLC.",37.049722,-88.517222
Clay County Pit,Allen  Puckett III,Columbus Brick Company,33.578056,-88.508056
Floating Plant Armstrong,W Scott  McGeorge,Pine Bluff Materials LLC,37.053333,-88.500277
Dredge Pine Bluff,W Scott  McGeorge,Pine Bluff Materials LLC,37.053395,-88.500145
MICHELS STONE,Michels Corporation,MICHELS CORPORATION,43.616388,-88.495
ROSICLARE QUARRY,Lafarge S A,"Lafarge West, Inc",37.367222,-88.486388
Floating Plant Silver ,W Scott  McGeorge,Pine Bluff Materials LLC,37.0475,-88.476944
Elburn Sand & Gravel,Lafarge S A,"Lafarge Aggregates of Illinois, Inc.",41.882778,-88.474444
Buechel Stone Corp - FDL,Timothy A  Buechel,Buechel Stone Corp,43.791944,-88.469444
Weyerhaeuser/Air Base Plant,Blain Sand & Gravel Inc,Bacco Materials Inc,33.608333,-88.454444
Preston Dobbs Truck Service & Gravel Sal,G Preston  Dobbs,Preston Dobbs,33.750556,-88.448056
Lisbon Quarry,Vulcan Materials Company,"Vulcan Construction Materials, LP",41.480556,-88.443611
Kendall Co. Quarry,Lafarge S A,"Lafarge Aggregates Illinois, Inc",41.480556,-88.443056
Central Limestone Company Inc,Andrew  Sellett; Barry  Narvick,Central Limestone Company Inc,41.369722,-88.429166
Parker Sand and Gravel LLC,Florence K  Parker,Parker Sand & Gravel LLC,33.665,-88.424444
Scribner Pit,CRH PLC,Apac Mississippi Inc,33.701388,-88.422777
SRM Materials,Michael F  Ducey,SRM Materials,40.175,-88.421944
Webb Pit,Hugh  Gallivan,Mid-America Sand & Gravel,40.178611,-88.405556
THREE RIVERS QUARRY,Lafarge S A,"Lafarge West, Inc",37.203055,-88.394722
Willow Lake Central Preparation Plant,Peabody Energy,Big Ridge Inc,37.765833,-88.390555
Wildcat Hills Mine-Underground,Peabody Energy,"Peabody Midwest Mining, LLC",37.773889,-88.389167
Henry County Mines & Mill,Lhoist Group,H.C. Spinks Clay Co.,36.232289,-88.387981
Genesee Pit & Mill,Elaine  Kraut,Genesee Aggregate Corp,42.953333,-88.385555
Morris Sand & Gravel Inc,Kenneth T Sandeno,Morris Sand & Gravel Inc,41.3725,-88.384722
Calvert City Terminal LLC,John F  Hunt III,"SCH Terminal Services, LLC",37.001944,-88.38
Eden Stone Co Inc,David  Wirtz,Eden Stone Company Inc,43.703959,-88.373105
PLANT 2,Joseph  Murphy; Brian  Murphy,"MCC, Inc.",44.285277,-88.368611
PLANT 3,Joseph  Murphy; Brian  Murphy,"MCC, Inc.",44.285277,-88.368611
Hwy B & 41,Bruce  Rademann,Oakfield Stone Company Inc,43.537222,-88.360555
Waukesha Lime & Stone ,Kurt  Bechthold,Payne & Dolan Inc,42.9988,-88.35545
"Granusol, Inc.",Prince Mineral Company Incorporated,"Granusol, Inc.",37.423663,-88.346148
Rosiclare Facility Hastie Mining,Donald D  Hastie; Robert L  Hastie,Hastie Mining & Trucking,37.428333,-88.343333
Aux Sable Plant,Lafarge S A,"Lafarge Aggregates Illinois, Inc",41.395556,-88.3375
Wildcat Hills Mine - Cottage Grove Pit,Peabody Energy,"Peabody Midwest Mining, LLC",37.666666,-88.333333
Kimberly Carbonates LLC,Omya Industries Inc,Kimberly Carbonates LLC,44.275955,-88.326853
Gibbs Construction,Danny  Elam,"Childer's Hill Gravel, LLC",35.227778,-88.3225
Conco Western Stone,Lafarge S A,"Lafarge Aggregates Illinois, Inc",41.803333,-88.320556
Klondike II,Donald D  Hastie; Robert L  Hastie,Hastie Mining,37.224722,-88.316666
The R S & D Mine,Lafarge S A,"Lafarge Aggregates Illinois, Inc.",41.976111,-88.316389
CEDAR LAKE SAND & GRAVEL ,Eric  Gilbert,Cedar Lake Sand & Gravel Co. Inc.,43.380277,-88.311666
H & G Limestone Products LLC,Donald D  Hastie; Robert L  Hastie,H & G Limestone Products LLC,37.445833,-88.305
Main Pit,Cretex Companies Inc,Cretex Materials Inc,42.666389,-88.288056
Meyer Material Company-Dyer Lake Pit #34,Aggregate Industries PLC,Meyer Material Company,42.600833,-88.286111
Eden Quarry & Mill,Graymont Ltd,Graymont Western Lime Inc.,43.669614,-88.280232
Cumberland River Quarry,W Scott  McGeorge,Pine Bluff Sand & Gravel Company,37.191388,-88.269444
Tuscola Stone Company,Rein Family Trust; Kabbes Interests,Tuscola Stone Company,39.791567,-88.264437
Grand River Terminal,Kinder Morgan Inc; Kinder Morgan Energy Partners,Kinder Morgan Operating LP C,37.038611,-88.261667
Warren Quarry,Cretex Companies Inc,Cretex Materials Inc,42.665277,-88.257777
Bartlett Underground Quarry,Vulcan Materials Company,Vulcan Construction Materials LP ,42.005278,-88.2575
Boe Road Pit,Patricia W Esfeller; Michael W Esfeller,Coastal Sand & Gravel Inc,30.508333,-88.255
"Shiloh Sand & Gravel, Inc.",Lemuel B  Carnes III,"Shiloh Sand & Gravel, Inc.",35.224722,-88.249166
Schelle Pit,Charles H  Johnson,"West Bend Sand & Stone, Inc.",43.429444,-88.248333
Spring Lake Sand & Gravel,James S  Toyan; Jeff B  Thurlwell,Spring Lake Sand & Gravel,42.434167,-88.244167
Halquist Stone Company-Sussex Quarry,Tom  Halquist; Bill  Halquist,Halquist Stone Company Inc,43.112222,-88.243888
Colgate Pit Yard 1,Lafarge S A,Lafarge North America Incorporated,43.204444,-88.241666
Grand Rivers Quarry,Vulcan Materials Company,"Vulcan Constr. Materials, L.P.",37.029166,-88.24
Warren Paving Slats Lucas Quarry,Lawrence W  Warren,Warren Paving Inc,37.186944,-88.237777
Pit  #2,Walter P Boughton Estate,Boughton Materials Inc,41.680277,-88.234444
C & H Gravel Co Pit  #4,Charles  Heuerman,C & H Gravel Company,39.323888,-88.229444
Sussex Quarry,James D  Dawson,"Lannon Stone Products, Inc.",43.106667,-88.2275
Chilton Quarry,Timothy A  Buechel,Buechel Stone Corp,43.964479,-88.227237
"Wissota Sand & Gravel, Rugby Pit",Wissota Sand & Gravel Company,Wissota Sand & Gravel Co.,43.29,-88.223889
PC1,Kurt  Bechthold,Payne & Dolan Inc,43.035833,-88.218333
Meyer Material Co.-West Pit #26,Aggregate Industries PLC,Meyer Material Company,42.329722,-88.200833
Thelen Sand & Gravel,Steven  Thelen,Thelen Sand & Gravel Inc,42.4775,-88.198888
LIVLITE DIVISION,CRH PLC,Big River Industries Inc,32.565,-88.196666
R&S Sand & Gravel ,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc.",34.266944,-88.196666
Midwest Aggregates,Kurt  Bechthold,Payne & Dolan Inc,42.480833,-88.196111
Richfield Pit,James D  Dawson,Lannon Stone Products Inc,43.2575,-88.195555
Bolingbrook Underground,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",41.680833,-88.195
Smith Sand Company Inc.,Dean D  Alford,Smith Sand Company,30.836847,-88.194628
Halquist Stone Company-Chilton Quarry,Tom  Halquist; Bill  Halquist,Halquist Stone Company Inc,43.970136,-88.19238
Sabel Quarry,Timothy A  Buechel,Buechel Stone Corp,43.989444,-88.190555
Tremont,CRH PLC,APAC-MS Inc,34.318611,-88.1825
Pit #1,Walter P Boughton Estate,Boughton Materials Inc,41.666655,-88.175953
Chilton Quarry ,David  Wirtz,Eden Stone Company Inc,43.992777,-88.170555
CAMDEN PLANT,S C R-Sibelco Nv,Unimin Corp,36.038056,-88.168611
CAVE IN ROCK QUARRY,Lafarge S A,Lafarge Aggregates Southeast Inc,37.469166,-88.165277
Hastie Mine,Donald D  Hastie; Robert L  Hastie,Hastie Mining ,37.469166,-88.165277
Theodore Plant,Holcim Ltd,Holcim (US) Incorporated,30.554672,-88.160844
SOUTH FORK PIT,James W  Hayes,"J. R. Hayes Construction Co., Inc",36.415839,-88.157085
Mine No 1,James W  Hayes,J R Hayes Construction Company Inc,36.415758,-88.157002
Monacelli Stone Company Inc,Robert W  Monacelli Jr,Monacelli Stone Company Inc,43.148333,-88.155833
Halquist Stone Company-Lannon Quarry,Tom  Halquist; Bill  Halquist,Halquist Stone Company Inc,43.148333,-88.155
Lannon Quarry,James D  Dawson,Lannon Stone Products Inc,43.148333,-88.153889
Mid-America Carbonates LLC ,Alexander J  House; Ted  Norris,Mid-America Carbonates LLC,37.517683,-88.148657
Savannah Quarry,Vulcan Materials Company,"Vulcan Constr. Materials, L.P.",35.248333,-88.146666
JS & G Underground Mine # 1,Lafarge S A,"Lafarge Aggregates Illinois, Inc",41.500556,-88.142222
Jackson Quarry,James D  Dawson,Lannon Stone Products Inc,43.3525,-88.141944
WKY Portable Plant #1,Rogers Group Inc,Rogers Group Inc.,37.346111,-88.141111
Camden Mine & Mill,John H  Ford,Camden Gravel Company,36.041326,-88.130205
Marion Quarry - Crittenden,Rogers Group Inc,Rogers Group Inc.,37.334722,-88.124166
Benton County Quarry,Vulcan Materials Company,"Vulcan Constr. Materials, L.P.",35.878866,-88.119004
POWC Mine,Gerard  Keating,"Mining International, LLC",41.4825,-88.1175
Allsboro Quarry & Mill,Thomas S  Hoover,"Hoover, Inc.",34.726111,-88.116944
Parsons Quarry,Vulcan Materials Company,"Vulcan Constr. Materials, L.P.",35.690277,-88.110555
HAYTON QUARRY,Michels Corporation,Anderson Bros. & Johnson,43.993611,-88.11
Perryville Mine,Robert W  Watkins,Tinker-Watkins Sand & Gravel Inc,35.704063,-88.109612
Charleston Stone Co,Jerald  Tarble,Charleston Stone Company,39.517035,-88.105937
Pattiki ,Alliance Resource Partners LP,"White County Coal, LLC",38.075,-88.099722
River Bend Chert,James T  Tinin,"Rocky Point Rock, Inc.",35.93,-88.097777
Yard 99 - Ashkum,VOTORANTIM CIMENTOS,"VCNA Prairie, Inc",40.901388,-88.0925
Laraway Quarry,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",41.480556,-88.091944
Romeo Quarry,Heidelberg Cement AG,Hanson Material Service,41.640277,-88.080277
Lake Ellen Stone Incorporated,Roger L  Wagner,Lake Ellen Stone Incorporated,43.602222,-88.070555
Scray Quarry,William C  Janssen,Daanen & Janssen Inc,44.401944,-88.070555
H & G Limestone Ky Division,Donald D  Hastie; Robert L  Hastie,H & G Limestone LLC,37.102528,-88.063562
PIT JACKSON,Paul E  Weaver,Hosea O Weaver & Sons Inc,30.731944,-88.060833
Portable Crusher #2,Richard  Foster,"Jackie Foster, Inc.",44.706111,-88.0575
"M & M Gravel, LLC",Keith R  Radford; Kenneth R  Radford,"M & M Gravel, LLC",36.203888,-88.051111
Lemont Underground Limestone,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",41.683889,-88.050556
Portable #1,Elaine  Kraut,Genesee Aggregate Corp,43.007222,-88.046944
FREDONIA QUARRY,Lafarge S A,"Lafarge West, Inc",37.173888,-88.04
"Mobile Abrasives, Inc.",Edward J  Serda,"Mobile Abrasives, Inc.",30.693611,-88.0325
Dodge Hill Mine #1,Patriot Coal Corporation,Dodge Hill Mining Company LLC,37.554722,-88.022222
Hartmann Pit,Richard  Rathke,Hartmann Sand & Gravel Company Inc,43.512777,-88.020555
Green Bay Lime Kiln,Graymont Ltd,Graymont Western Lime Inc.,44.523793,-88.012628
Great Lakes Calcium Corporation,Wesley  Garner,Great Lakes Calcium Corporation,44.538057,-88.012539
Perry Mine And Mill,G L  Teague,Teague Bros. Sand & Gravel Inc,35.599863,-88.010357
Crystal Lake Crushed Stone Co,Mary Ellen  Werner,Crystal Lake Crushed Stone Co,43.8025,-88.003611
Casey Stone Co,Charles  Heuerman,Casey Stone Co,39.299166,-87.9925
PC2 Franklin Aggregates,Kurt  Bechthold,Payne & Dolan Inc,42.915833,-87.991666
Cherokee Quarry ,Vulcan Materials Company,"Vulcan Constr. Materials, L.P.",34.755581,-87.971524
Mid-Illinois Quarry,Charles  Heuerman,Mid-Illinois Quarry L.L.C.,39.312777,-87.969722
Griffin Plant,Bart  Mulzer,Mulzer Crushed Stone Inc,38.212289,-87.953242
Kremlin Plant,Specialty Granules Inc,Specialty Granules Inc,45.601243,-87.948405
River View Facilities,Alliance Resource Partners LP,River View Coal LLC,37.76,-87.947222
Freedom Material Resources,Robert  Orr,Freedom Material Resources,41.506666,-87.916666
Corte Pit,Fred L  Corte,Sand & Clay Inc,30.603611,-87.903611
Rainer Pit,Allen  Puckett III,Columbus Brick Company,33.32,-87.902778
Rabbit Creek Pit,Glenn L  Bradford,Bradford Gravel Company,31.509052,-87.894444
River View Mine,Alliance Resource Partners LP,River View Coal LLC,37.743055,-87.888333
Yard 95-Manteno,VOTORANTIM CIMENTOS,"VCNA Prairie, Inc",41.240277,-87.877222
Wayne County Rock,Harry V  Floyd,Wayne County Rock,35.299838,-87.867002
Eagle Mine,Lundin Mining Corporation,"Eagle Mine, LLC",46.737222,-87.865278
Federal Quarry,Heidelberg Cement AG,Hanson Material Service,41.804237,-87.854458
Princeton Mine ,Rogers Group Inc,Rogers Group Inc,37.082778,-87.839722
Humboldt Mill,Lundin Mining Corporation,"Eagle Mine, LLC",46.411111,-87.835555
